Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Route_Distance_km
Vistara,27/05/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6216,2047.75
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00 10 May,25h,1 stop,No info,10624,3021.34
Air Asia,24/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,6152,2076.18
IndiGo,9/03/2019,Delhi,Cochin,DEL → BOM → COK,20:30,01:35 10 Mar,5h 5m,1 stop,No info,6937,2200.87
Air India,1/06/2019,Delhi,Cochin,DEL → BOM → COK,17:00,19:15 02 Jun,26h 15m,1 stop,No info,8792,2200.87
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,No info,7005,2200.87
Jet Airways,6/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678,622.45
Air India,15/03/2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,11:20 16 Mar,24h 50m,1 stop,No info,7013,1887.39
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 22 May,28h,1 stop,No info,16079,2200.87
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1 stop,In-flight meal not included,10539,3021.34
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,11841,2499.65
IndiGo,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,19:35,00:35 16 Mar,5h,1 stop,No info,10509,1971.22
IndiGo,3/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597,1385.71
Air India,1/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 02 May,28h 20m,2 stops,No info,15532,3096.56
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,06:50,21:00,14h 10m,1 stop,In-flight meal not included,14086,2200.87
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → HYD → COK,14:35,22:20,7h 45m,1 stop,In-flight meal not included,5883,2083.59
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,7618,2200.87
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00 02 May,25h,1 stop,In-flight meal not included,9314,3021.34
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,In-flight meal not included,13994,3021.34
IndiGo,27/04/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5073,2083.59
Air Asia,24/03/2019,Banglore,New Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383,1708.92
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,16108,2200.87
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,01:30 28 May,15h 10m,1 stop,No info,6795,2200.87
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 02 Apr,12h 10m,1 stop,No info,12681,2499.65
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,12:35 13 Jun,21h 35m,1 stop,In-flight meal not included,10262,2200.87
Vistara,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50 07 Jun,25h 50m,1 stop,No info,8820,3021.34
Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BDQ → DEL,05:50,12:20,6h 30m,1 stop,In-flight meal not included,10037,1914.39
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1 stop,No info,11789,2200.87
GoAir,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,7378,2200.87
IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823,1708.92
Jet Airways,24/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,6478,1708.92
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 02 Jun,18h 45m,2 stops,No info,13014,2205.72
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,10844,2499.65
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,7408,2200.87
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,9646,2083.59
SpiceJet,6/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597,1385.71
SpiceJet,27/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,3873,1546.84
GoAir,27/06/2019,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,5h 10m,1 stop,No info,7870,2200.87
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,13344,2307.86
Air India,12/06/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No info,3100,622.45
Air India,18/03/2019,Banglore,New Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,4441,1708.92
IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → COK,04:55,12:00,7h 5m,1 stop,No info,6171,2083.59
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,10:55 10 May,14h 30m,1 stop,No info,10953,3021.34
Air India,9/05/2019,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,08:55 10 May,18h 25m,2 stops,No info,14214,3022.53
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,6093,2200.87
Air India,24/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 25 Jun,30h 20m,2 stops,No info,12436,2335.45
Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,19:00 19 May,29h 35m,2 stops,No info,15129,2263.4
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1 stop,No info,13259,2200.87
Air India,24/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,12:30 25 May,26h 40m,2 stops,No info,15170,3662.89
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,No info,14781,2499.65
IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 02 Jun,14h 5m,1 stop,No info,6206,2200.87
SpiceJet,9/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841,1546.84
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,14714,2200.87
IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1 stop,No info,6093,2200.87
Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,8016,1708.92
Air India,27/03/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 28 Mar,27h 20m,1 stop,No info,5117,2277.46
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 02 May,20h 15m,1 stop,In-flight meal not included,8586,2499.65
IndiGo,9/03/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:35 10 Mar,10h 35m,1 stop,No info,13611,2200.87
IndiGo,9/05/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,6704,2083.59
IndiGo,9/05/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,4226,1653.46
Air India,6/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,4651,1708.92
SpiceJet,27/05/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 28 May,2h 20m,non-stop,No info,3873,1546.84
GoAir,03/03/2019,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,non-stop,No info,7222,1708.92
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,13727,2200.87
IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,15:30,6h 20m,1 stop,No info,10141,2200.87
SpiceJet,24/04/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 25 Apr,2h 55m,non-stop,No info,3625,1708.92
IndiGo,15/04/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,6442,2083.59
Jet Airways,6/05/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229,1708.92
Air Asia,24/06/2019,Delhi,Cochin,DEL → BLR → COK,16:45,06:35 25 Jun,13h 50m,1 stop,No info,6752,2076.18
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,18:10 25 Mar,21h,1 stop,No info,13759,2499.65
Air India,6/03/2019,Mumbai,Hyderabad,BOM → BBI → HYD,12:00,12:25 07 Mar,24h 25m,1 stop,No info,14408,2208.19
Air India,9/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 10 Jun,23h,2 stops,No info,13381,4041.72
Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20 02 Apr,27h 20m,1 stop,No info,9135,3021.34
IndiGo,15/05/2019,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1 stop,No info,6218,1874.45
SpiceJet,27/04/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,4174,1546.84
Air India,6/06/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05 07 Jun,16h 5m,1 stop,No info,6117,1663.33
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,In-flight meal not included,10703,3021.34
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 13 Jun,24h 10m,1 stop,No info,12692,3021.34
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:55 07 Jun,17h 55m,1 stop,In-flight meal not included,10539,3021.34
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,19:40,5h 45m,1 stop,In-flight meal not included,11134,2499.65
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,21:20,00:15 22 Mar,2h 55m,non-stop,No info,4777,1708.92
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,12:35 19 May,25h 5m,1 stop,In-flight meal not included,12373,2200.87
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:05,21:20,8h 15m,2 stops,No info,11966,2291.4
IndiGo,15/05/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 16 May,2h 20m,non-stop,No info,5277,1385.71
Air India,01/03/2019,Banglore,New Delhi,BLR → BOM → AMD → DEL,08:50,23:55 02 Mar,39h 5m,2 stops,No info,17135,2033.75
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No info,14714,2200.87
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,22:20,01:10 10 Mar,2h 50m,non-stop,No info,6144,1708.92
Air India,1/04/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,5911,1708.92
Vistara,12/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,19:45,19:55 13 Mar,24h 10m,1 stop,No info,12080,2402.64
IndiGo,6/04/2019,Banglore,Delhi,BLR → DEL,10:30,13:20,2h 50m,non-stop,No info,4423,1708.92
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,7618,2200.87
Air Asia,27/05/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383,1708.92
Air India,6/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 07 Mar,23h 30m,2 stops,No info,12646,2263.4
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,No info,7670,2200.87
IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804,1546.84
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,18:25 13 Mar,21h 50m,1 stop,In-flight meal not included,11087,1971.22
Jet Airways,18/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,7229,1708.92
SpiceJet,3/03/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,7050,1385.71
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 02 Apr,22h 15m,1 stop,No info,12681,2499.65
SpiceJet,3/04/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,4098,2129.97
SpiceJet,12/05/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,1385.71
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 22 May,21h 35m,1 stop,No info,14151,3021.34
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,22:35,16h 5m,1 stop,No info,13339,2499.65
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,12:00 25 May,14h 50m,1 stop,In-flight meal not included,9663,2499.65
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 28 May,16h 55m,1 stop,In-flight meal not included,12898,2200.87
Air India,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2 stops,No info,8603,2205.72
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,12:00 13 Jun,19h 30m,1 stop,No info,13044,2499.65
SpiceJet,6/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,non-stop,No info,4622,1546.84
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,No info,13062,2200.87
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,19:00,9h 45m,1 stop,No info,11622,2200.87
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,20:20 13 Mar,23h 45m,1 stop,In-flight meal not included,11087,1971.22
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1 stop,No info,11789,2200.87
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20 10 May,14h 25m,1 stop,In-flight meal not included,9663,2499.65
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,16:10,7h 15m,1 stop,No info,19225,1971.22
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,01:30 28 Jun,13h 50m,1 stop,In-flight meal not included,5797,2200.87
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,6h 25m,1 stop,No info,9526,2200.87
Jet Airways,9/04/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,7229,1708.92
Multiple carriers,9/04/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1 stop,No info,10877,2200.87
Air India,06/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,08:15,22:55,14h 40m,2 stops,No info,13942,2109.96
Air Asia,9/05/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383,1708.92
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 16 Jun,14h 25m,1 stop,In-flight meal not included,10262,2200.87
Air India,24/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2 stops,No info,11201,3044.39
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 02 Jun,9h 10m,1 stop,In-flight meal not included,10262,2200.87
Air India,3/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 04 Jun,21h 15m,2 stops,No info,10231,2991.68
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,08:15 16 Mar,18h 10m,1 stop,In-flight meal not included,9134,1971.22
Air Asia,18/05/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,5645,1546.84
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,04:25 02 Jun,13h 25m,1 stop,No info,14714,2200.87
Air India,6/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 07 Mar,26h 35m,2 stops,No info,12646,2263.4
Air India,3/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,8h 20m,2 stops,No info,12173,2991.68
IndiGo,12/06/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227,622.45
Multiple carriers,6/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,10529,2200.87
Jet Airways,18/05/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202,2047.75
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,In-flight meal not included,7886,2200.87
SpiceJet,18/06/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 19 Jun,1h 30m,non-stop,No info,2017,622.45
IndiGo,27/04/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6171,2083.59
Jet Airways,3/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4050,622.45
SpiceJet,9/05/2019,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7h 15m,1 stop,No info,8479,2411.6
Air Asia,18/05/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,4282,1708.92
Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20 25 May,24h,1 stop,No info,9345,3021.34
Air India,24/06/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 25 Jun,25h 35m,1 stop,No info,6587,2426.41
IndiGo,3/05/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2754,622.45
SpiceJet,21/06/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 22 Jun,2h 55m,non-stop,No check-in baggage included,3919,1708.92
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 13 Jun,18h 45m,2 stops,In-flight meal not included,10368,2205.72
Air India,03/03/2019,Banglore,New Delhi,BLR → BBI → DEL,09:30,16:20,6h 50m,1 stop,No info,11654,2442.81
GoAir,1/04/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,4239,1708.92
IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6674,2083.59
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 25 Jun,12h 30m,1 stop,No info,7198,2200.87
IndiGo,12/06/2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15 13 Jun,5h 15m,1 stop,No info,5930,2300.0
Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229,1708.92
Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 02 Apr,15h 20m,2 stops,No info,10408,3727.43
Air India,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,07:40 13 Jun,24h 30m,2 stops,No info,12488,2670.61
IndiGo,9/06/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3540,1385.71
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 13 Jun,13h 20m,1 stop,In-flight meal not included,8529,2499.65
Jet Airways,24/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 25 Jun,13h 50m,2 stops,No info,13376,2599.26
GoAir,24/05/2019,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15 25 May,7h 35m,1 stop,No info,8855,2841.83
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13h 20m,1 stop,No info,14781,2499.65
IndiGo,27/06/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 28 Jun,8h 20m,1 stop,No info,5684,2200.87
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 10 May,8h 55m,2 stops,In-flight meal not included,13029,2205.72
Jet Airways,1/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00 02 May,23h 50m,2 stops,No info,15129,2263.4
Air India,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,18:30,9h 5m,1 stop,No info,8576,2499.65
Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,11:25 13 Mar,26h 30m,1 stop,In-flight meal not included,11087,1971.22
Jet Airways,9/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,5678,622.45
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 22 Mar,10h 10m,1 stop,No info,12557,2200.87
IndiGo,27/03/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858,1385.71
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 10 May,22h 35m,1 stop,In-flight meal not included,12373,2200.87
IndiGo,18/03/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4049,622.45
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,00:45 13 Mar,7h 50m,1 stop,No info,21934,1971.22
Air India,27/06/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5510,1546.84
Vistara,15/06/2019,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,non-stop,No info,6216,2047.75
Air India,1/04/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No info,2050,622.45
IndiGo,3/04/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754,622.45
IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850,1385.71
IndiGo,6/05/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3540,1385.71
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,08:15 02 May,25h 45m,1 stop,In-flight meal not included,9663,2499.65
Air India,6/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 07 Mar,26h 20m,2 stops,No info,9190,2291.4
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 28 May,28h,1 stop,In-flight meal not included,12898,2200.87
GoAir,15/04/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,4632,1708.92
SpiceJet,24/03/2019,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1h 20m,non-stop,No info,2753,622.45
Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,08:50,10:15 13 Mar,25h 25m,2 stops,No info,12778,2369.61
Air India,12/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 13 Jun,27h 5m,2 stops,No info,12723,3044.39
IndiGo,24/06/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,4804,1546.84
IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823,1708.92
Air Asia,27/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,5h 30m,1 stop,No info,6152,2076.18
Vistara,27/06/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6216,2047.75
IndiGo,24/06/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,6016,2076.18
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,19:00,9h 45m,1 stop,No info,11622,2200.87
Air India,6/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9h 50m,2 stops,No info,10151,2577.73
Jet Airways,27/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,06:20,04:25 28 Mar,22h 5m,2 stops,No info,12273,2648.35
Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 13 Jun,8h 25m,2 stops,In-flight meal not included,12410,2894.98
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,08:15 13 Mar,26h 30m,1 stop,No info,12547,1971.22
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 16 Jun,13h 45m,1 stop,In-flight meal not included,10262,2200.87
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,No info,14323,2200.87
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210,622.45
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1 stop,No info,16863,2200.87
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7h 50m,1 stop,No info,8937,2200.87
Jet Airways,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 29 Mar,33h 15m,2 stops,No info,10929,2263.4
IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 10 Jun,14h 55m,1 stop,No info,6104,2200.87
SpiceJet,21/03/2019,Delhi,Cochin,DEL → MAA → COK,15:55,21:55,6h,1 stop,No info,5511,2277.46
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,16:20 25 Mar,19h 10m,1 stop,No info,13759,2499.65
Air India,21/05/2019,Delhi,Cochin,DEL → NAG → BOM → COK,05:55,07:40 22 May,25h 45m,2 stops,No info,11543,2599.26
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,No info,13067,3021.34
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,04:25 16 Jun,21h 20m,1 stop,In-flight meal not included,10262,2200.87
Air India,6/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,19:15 07 Jun,26h 20m,2 stops,No info,13591,4041.72
Jet Airways,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45 28 Mar,24h 35m,2 stops,No info,10929,2263.4
